order_id,order_date,customer_type,gender,product_category,product_name,unit_price,quantity,tax_rate,total_price,payment_method,city,price_check,year,month,day,day_of_week,year_month,is_weekend,subtotal,tax_amount
2119,2024-08-02,会员,女,饮料,果汁,8.73,8,0.05,73.33,信用卡,上海,0.0020000000000095497,2024,8,2,4,2024-08,0,69.84,3.489999999999995
2120,2025-12-18,普通,女,食品,蛋糕,33.38,4,0.05,140.2,现金,深圳,0.003999999999962256,2025,12,18,3,2025-12,0,133.52,6.679999999999978
2121,2024-04-01,会员,女,日用品,沐浴露,35.15,2,0.05,73.81,微信,深圳,0.0049999999999954525,2024,4,1,0,2024-04,0,70.3,3.510000000000005
2122,2024-05-22,会员,女,日用品,牙刷,9.58,5,0.05,50.3,支付宝,上海,0.0049999999999954525,2024,5,22,2,2024-05,0,47.9,2.3999999999999986
2123,2024-07-15,普通,女,饮料,雪碧,4.56,10,0.05,47.88,支付宝,深圳,7.105427357601002e-15,2024,7,15,0,2024-07,0,45.6,2.2800000000000082
2124,2025-04-11,普通,男,生鲜,猪肉,34.87,3,0.05,109.84,信用卡,北京,0.0004999999999881766,2025,4,11,4,2025-04,0,104.61,5.230000000000018
2125,2025-11-05,会员,男,日用品,纸巾,29.06,19,0.05,579.75,支付宝,北京,0.0030000000000427463,2025,11,5,2,2025-11,0,552.14,27.610000000000014
2126,2025-09-03,会员,女,日用品,洗衣液,38.16,1,0.05,40.07,微信,广州,0.0020000000000024443,2025,9,3,2,2025-09,0,38.16,1.9100000000000037
2127,2025-08-01,会员,女,生鲜,香蕉,5.05,5,0.05,26.51,支付宝,上海,0.002500000000001279,2025,8,1,4,2025-08,0,25.25,1.2600000000000016
2128,2024-03-18,会员,女,生鲜,猪肉,31.79,8,0.05,267.04,微信,上海,0.004000000000019099,2024,3,18,0,2024-03,0,254.32,12.720000000000027
2129,2025-07-01,会员,女,生鲜,鱼肉,34.11,3,0.05,107.45,信用卡,上海,0.003500000000002501,2025,7,1,1,2025-07,0,102.33,5.1200000000000045
2130,2025-08-23,会员,男,饮料,橙汁,8.45,6,0.05,53.23,信用卡,北京,0.005000000000002558,2025,8,23,5,2025-08,1,50.7,2.530000000000001
2131,2024-02-26,普通,女,日用品,香皂,13.39,2,0.05,28.12,信用卡,上海,0.0009999999999976694,2024,2,26,0,2024-02,0,26.78,1.3399999999999999
2132,2025-04-24,会员,女,日用品,洗发水,52.48,4,0.05,220.42,支付宝,深圳,0.003999999999990678,2025,4,24,3,2025-04,0,209.92,10.5
2133,2025-06-02,会员,女,生鲜,香蕉,6.73,7,0.05,49.47,信用卡,广州,0.0045000000000001705,2025,6,2,0,2025-06,0,47.11,2.3599999999999994
2134,2024-05-21,普通,男,饮料,雪碧,4.96,9,0.05,46.87,支付宝,广州,0.0020000000000024443,2024,5,21,1,2024-05,0,44.64,2.229999999999997
2135,2024-11-19,普通,男,饮料,绿茶,4.48,11,0.05,51.74,信用卡,广州,0.0040000000000048885,2024,11,19,1,2024-11,0,49.28,2.460000000000001
2136,2025-03-19,普通,女,食品,有机牛奶,12.63,4,0.05,53.05,微信,上海,0.003999999999990678,2025,3,19,2,2025-03,0,50.52,2.529999999999994
2137,2024-05-24,会员,女,饮料,果汁,9.39,3,0.05,29.58,现金,北京,0.0014999999999965041,2024,5,24,4,2024-05,0,28.17,1.4099999999999966
2138,2025-01-14,会员,男,食品,饼干,7.35,9,0.05,69.46,支付宝,上海,0.0024999999999977263,2025,1,14,1,2025-01,0,66.15,3.3100000000000023
2139,2025-07-13,普通,女,日用品,牙刷,8.99,2,0.05,18.88,微信,深圳,0.0009999999999976694,2025,7,13,6,2025-07,1,17.98,0.8999999999999986
2140,2025-08-22,会员,女,食品,饼干,7.47,4,0.05,31.37,支付宝,深圳,0.003999999999997783,2025,8,22,4,2025-08,0,29.88,1.490000000000002
2141,2024-10-05,普通,男,食品,果冻,5.37,11,0.05,62.02,支付宝,北京,0.003500000000002501,2024,10,5,5,2024-10,1,59.07,2.950000000000003
2142,2024-10-05,普通,女,饮料,可乐,3.24,17,0.05,57.83,信用卡,北京,0.004000000000011994,2024,10,5,5,2024-10,1,55.08,2.749999999999993
2143,2024-06-26,普通,男,饮料,雪碧,3.52,8,0.05,29.57,微信,北京,0.0019999999999988916,2024,6,26,2,2024-06,0,28.16,1.4100000000000001
2144,2024-03-21,会员,女,食品,饼干,7.4,12,0.05,93.24,微信,深圳,1.4210854715202004e-14,2024,3,21,3,2024-03,0,88.8,4.4399999999999835
2145,2025-03-15,会员,男,日用品,洗洁精,16.25,5,0.05,85.31,信用卡,北京,0.0024999999999977263,2025,3,15,5,2025-03,1,81.25,4.060000000000002
2146,2025-07-21,普通,女,食品,麦片,28.8,2,0.05,60.48,信用卡,北京,7.105427357601002e-15,2025,7,21,0,2025-07,0,57.6,2.8799999999999955
2147,2025-01-11,会员,女,日用品,洗洁精,20.32,3,0.05,64.01,现金,上海,0.001999999999995339,2025,1,11,5,2025-01,1,60.96,3.0500000000000043
2148,2025-12-14,会员,女,饮料,奶茶,10.52,15,0.05,165.69,信用卡,广州,0.0,2025,12,14,6,2025-12,1,157.8,7.890000000000015
2149,2025-05-12,会员,男,食品,坚果,31.61,7,0.05,232.33,支付宝,广州,0.0034999999999740794,2025,5,12,0,2025-05,0,221.27,11.06000000000003
2150,2025-03-23,普通,女,食品,方便面,5.83,14,0.05,85.7,现金,深圳,0.0010000000000047748,2025,3,23,6,2025-03,1,81.62,4.079999999999998
2151,2025-02-24,普通,男,日用品,沐浴露,44.55,1,0.05,46.78,现金,上海,0.0025000000000048317,2025,2,24,0,2025-02,0,44.55,2.230000000000004
2152,2024-08-20,会员,女,食品,有机牛奶,11.91,7,0.05,87.54,信用卡,上海,0.0014999999999929514,2024,8,20,1,2024-08,0,83.37,4.170000000000002
2153,2025-01-27,普通,男,食品,面包,6.08,14,0.05,89.38,信用卡,广州,0.003999999999990678,2025,1,27,0,2025-01,0,85.12,4.259999999999991
2154,2025-05-19,普通,女,饮料,可乐,3.19,29,0.05,97.14,信用卡,北京,0.004499999999993065,2025,5,19,0,2025-05,0,92.51,4.6299999999999955
2155,2025-09-09,会员,女,饮料,奶茶,10.6,3,0.05,33.39,信用卡,深圳,0.0,2025,9,9,1,2025-09,0,31.8,1.5900000000000034
2156,2025-04-23,会员,女,生鲜,猪肉,31.36,6,0.05,197.57,支付宝,北京,0.001999999999981128,2025,4,23,2,2025-04,0,188.16,9.409999999999997
2157,2024-08-20,会员,男,食品,薯片,5.16,14,0.05,75.85,信用卡,广州,0.0020000000000237605,2024,8,20,1,2024-08,0,72.24,3.609999999999985
2158,2025-04-07,会员,女,日用品,牙刷,9.75,1,0.05,10.24,信用卡,深圳,0.0024999999999995026,2025,4,7,0,2025-04,0,9.75,0.4900000000000002
2159,2024-04-06,普通,男,日用品,洗洁精,19.58,5,0.05,102.8,信用卡,北京,0.0049999999999954525,2024,4,6,5,2024-04,1,97.9,4.900000000000006
2160,2025-06-23,会员,女,饮料,红茶,4.92,13,0.05,67.16,微信,广州,0.001999999999995339,2025,6,23,0,2025-06,0,63.96,3.1999999999999957
2161,2024-09-15,普通,女,食品,饼干,7.54,13,0.05,102.92,信用卡,深圳,0.0010000000000047748,2024,9,15,6,2024-09,1,98.02,4.900000000000006
2162,2024-05-14,普通,女,日用品,洗发水,52.59,4,0.05,220.88,信用卡,广州,0.001999999999981128,2024,5,14,1,2024-05,0,210.36,10.519999999999982
2163,2025-07-12,普通,男,生鲜,香蕉,6.62,6,0.05,41.71,支付宝,上海,0.003999999999997783,2025,7,12,5,2025-07,1,39.72,1.990000000000002
2164,2025-06-24,会员,女,生鲜,西瓜,24.74,5,0.05,129.88,信用卡,深圳,0.0049999999999954525,2025,6,24,1,2025-06,0,123.7,6.180000000000007
2165,2025-12-19,普通,男,饮料,橙汁,9.2,7,0.05,67.62,信用卡,上海,1.4210854715202004e-14,2025,12,19,4,2025-12,0,64.4,3.220000000000013
2166,2024-12-16,普通,男,日用品,纸巾,29.74,12,0.05,374.72,现金,广州,0.003999999999962256,2024,12,16,0,2024-12,0,356.88,17.840000000000032
2167,2025-04-15,普通,女,生鲜,猪肉,28.38,1,0.05,29.8,现金,广州,0.0010000000000012221,2025,4,15,1,2025-04,0,28.38,1.4200000000000017
2168,2025-04-02,普通,男,饮料,橙汁,8.71,12,0.05,109.75,现金,上海,0.003999999999990678,2025,4,2,2,2025-04,0,104.52,5.22999999999999
2169,2024-06-01,会员,女,生鲜,西瓜,20.58,4,0.05,86.44,现金,深圳,0.0040000000000048885,2024,6,1,5,2024-06,1,82.32,4.1200000000000045
2170,2024-07-21,会员,女,生鲜,鸡蛋,17.49,2,0.05,36.73,现金,广州,0.0009999999999976694,2024,7,21,6,2024-07,1,34.98,1.75
2171,2025-07-06,会员,女,生鲜,鱼肉,32.13,4,0.05,134.95,支付宝,上海,0.003999999999962256,2025,7,6,6,2025-07,1,128.52,6.429999999999978
2172,2024-07-22,普通,女,食品,豆奶,4.4,5,0.05,23.1,支付宝,深圳,0.0,2024,7,22,0,2024-07,0,22.0,1.1000000000000014
2173,2024-05-11,会员,男,生鲜,香蕉,5.7,7,0.05,41.9,支付宝,上海,0.0049999999999954525,2024,5,11,5,2024-05,1,39.9,2.0
2174,2025-08-16,普通,女,生鲜,鸡蛋,15.83,8,0.05,132.97,现金,广州,0.0020000000000095497,2025,8,16,5,2025-08,1,126.64,6.329999999999998
2175,2025-02-24,普通,女,生鲜,牛肉,66.28,7,0.05,487.16,微信,广州,0.0019999999999527063,2025,2,24,0,2025-02,0,463.96,23.19999999999999
2176,2024-04-23,普通,男,日用品,牙膏,13.6,4,0.05,57.12,信用卡,上海,0.0,2024,4,23,1,2024-04,0,54.4,2.719999999999999
2177,2024-10-31,会员,女,日用品,毛巾,16.61,3,0.05,52.32,现金,北京,0.0015000000000000568,2024,10,31,3,2024-10,0,49.83,2.490000000000002
2178,2024-06-09,会员,男,饮料,可乐,4.35,25,0.05,114.19,信用卡,北京,0.002500000000011937,2024,6,9,6,2024-06,1,108.75,5.440000000000012
2179,2025-02-07,普通,女,日用品,牙刷,10.44,1,0.05,10.96,信用卡,深圳,0.0019999999999988916,2025,2,7,4,2025-02,0,10.44,0.5200000000000014
2180,2024-08-22,普通,女,生鲜,香蕉,5.44,4,0.05,22.85,现金,广州,0.0019999999999988916,2024,8,22,3,2024-08,0,21.76,1.0899999999999999
2181,2025-03-10,会员,女,食品,蜜饯,15.5,6,0.05,97.65,信用卡,上海,0.0,2025,3,10,0,2025-03,0,93.0,4.650000000000006
2182,2025-06-12,普通,男,饮料,橙汁,8.39,8,0.05,70.48,信用卡,北京,0.003999999999990678,2025,6,12,3,2025-06,0,67.12,3.3599999999999994
2183,2025-12-06,普通,女,食品,薯片,6.82,4,0.05,28.64,现金,上海,0.004000000000001336,2025,12,6,5,2025-12,1,27.28,1.3599999999999994
2184,2024-12-03,普通,女,生鲜,毛巾,17.01,3,0.05,53.58,现金,深圳,0.0015000000000071623,2024,12,3,1,2024-12,0,51.03,2.549999999999997
2185,2024-12-06,普通,女,饮料,奶茶,12.19,10,0.05,127.99,信用卡,深圳,0.0049999999999954525,2024,12,6,4,2024-12,0,121.9,6.090000000000003
2186,2025-09-30,普通,女,饮料,咖啡,14.09,13,0.05,192.33,微信,广州,0.0015000000000213731,2025,9,30,1,2025-09,0,183.17,9.160000000000025
2187,2024-12-23,普通,男,食品,蜜饯,15.83,7,0.05,116.35,微信,北京,0.0005000000000165983,2024,12,23,0,2024-12,0,110.81,5.539999999999992
2188,2024-10-20,普通,女,日用品,洗衣液,42.76,3,0.05,134.69,支付宝,广州,0.004000000000019099,2024,10,20,6,2024-10,1,128.28,6.409999999999997
2189,2025-05-10,会员,男,生鲜,香蕉,6.14,5,0.05,32.23,信用卡,深圳,0.005000000000002558,2025,5,10,5,2025-05,1,30.7,1.5299999999999976
2190,2024-08-16,普通,女,日用品,牙刷,9.24,4,0.05,38.81,支付宝,深圳,0.0020000000000024443,2024,8,16,4,2024-08,0,36.96,1.8500000000000014
2191,2025-02-28,会员,女,饮料,橙汁,7.71,11,0.05,89.05,现金,广州,0.0005000000000023874,2025,2,28,4,2025-02,0,84.81,4.239999999999995
2192,2024-10-27,会员,男,饮料,绿茶,4.7,6,0.05,29.61,信用卡,上海,3.552713678800501e-15,2024,10,27,6,2024-10,1,28.2,1.4099999999999966
2193,2025-09-04,普通,女,食品,可乐,3.62,16,0.05,60.82,信用卡,深圳,0.003999999999997783,2025,9,4,3,2025-09,0,57.92,2.8999999999999986
2194,2024-07-26,普通,女,日用品,洗洁精,19.95,5,0.05,104.74,现金,上海,0.0024999999999835154,2024,7,26,4,2024-07,0,99.75,4.989999999999995
2195,2024-07-30,会员,男,食品,蛋糕,29.66,10,0.05,311.43,现金,上海,5.684341886080802e-14,2024,7,30,1,2024-07,0,296.6,14.829999999999984
2196,2025-02-20,会员,男,生鲜,鸡蛋,16.96,8,0.05,142.46,信用卡,上海,0.004000000000019099,2025,2,20,3,2025-02,0,135.68,6.780000000000001
2197,2025-01-29,会员,女,生鲜,橙子,10.72,8,0.05,90.05,支付宝,上海,0.001999999999981128,2025,1,29,2,2025-01,0,85.76,4.289999999999992
2198,2024-02-24,会员,男,生鲜,西瓜,15.65,4,0.05,65.73,信用卡,深圳,0.0,2024,2,24,5,2024-02,1,62.6,3.1300000000000026
2199,2024-10-06,会员,女,饮料,可乐,3.27,6,0.05,20.6,微信,深圳,0.0010000000000012221,2024,10,6,6,2024-10,1,19.62,0.9800000000000004
2200,2024-08-08,会员,女,食品,豆奶,5.35,9,0.05,50.56,支付宝,深圳,0.0025000000000048317,2024,8,8,3,2024-08,0,48.15,2.4100000000000037
2201,2025-05-15,会员,女,生鲜,香蕉,7.58,8,0.05,63.67,信用卡,上海,0.0020000000000024443,2025,5,15,3,2025-05,0,60.64,3.030000000000001
2202,2025-01-21,普通,男,食品,坚果,24.99,10,0.05,262.39,现金,北京,0.0049999999999954525,2025,1,21,1,2025-01,0,249.9,12.490000000000009
2203,2025-06-17,会员,男,食品,蛋糕,25.35,13,0.05,346.03,现金,北京,0.002499999999940883,2025,6,17,1,2025-06,0,329.55,16.47999999999996
2204,2025-06-29,普通,女,饮料,咖啡,13.87,14,0.05,203.89,微信,北京,0.0010000000000047748,2025,6,29,6,2025-06,1,194.18,9.710000000000008
2205,2025-03-22,普通,男,饮料,可乐,3.5,8,0.05,29.4,信用卡,深圳,3.552713678800501e-15,2025,3,22,5,2025-03,1,28.0,1.3999999999999986
2206,2024-06-28,会员,女,食品,薯片,6.73,6,0.05,42.4,信用卡,上海,0.000999999999990564,2024,6,28,4,2024-06,0,40.38,2.019999999999996
2207,2024-04-23,会员,女,饮料,橙汁,9.32,2,0.05,19.57,信用卡,深圳,0.0020000000000024443,2024,4,23,1,2024-04,0,18.64,0.9299999999999997
2208,2024-03-30,会员,女,饮料,果汁,11.02,15,0.05,173.56,信用卡,深圳,0.0049999999999954525,2024,3,30,5,2024-03,1,165.3,8.26000000000002
2209,2025-12-18,普通,女,日用品,沐浴露,41.85,3,0.05,131.83,现金,广州,0.0024999999999977263,2025,12,18,3,2025-12,0,125.55,6.280000000000001
2210,2025-02-15,会员,女,饮料,红茶,4.15,3,0.05,13.07,微信,广州,0.002500000000001279,2025,2,15,5,2025-02,1,12.45,0.6199999999999992
2211,2025-04-13,会员,男,食品,火腿肠,4.23,9,0.05,39.97,现金,上海,0.0035000000000096065,2025,4,13,6,2025-04,1,38.07,1.8999999999999915
2212,2024-11-07,会员,女,日用品,洗洁精,15.98,4,0.05,67.12,信用卡,北京,0.0040000000000048885,2024,11,7,3,2024-11,0,63.92,3.200000000000003
2213,2024-12-01,会员,女,生鲜,鱼肉,38.1,1,0.05,40.01,信用卡,北京,0.0049999999999954525,2024,12,1,6,2024-12,1,38.1,1.9099999999999966
2214,2025-04-25,普通,女,食品,有机牛奶,11.85,10,0.05,124.43,信用卡,上海,0.0049999999999954525,2025,4,25,4,2025-04,0,118.5,5.930000000000007
2215,2025-03-27,普通,男,生鲜,草莓,34.58,8,0.05,290.47,支付宝,深圳,0.0019999999999527063,2025,3,27,3,2025-03,0,276.64,13.830000000000041
2216,2025-11-02,会员,男,饮料,红茶,5.37,2,0.05,11.28,现金,广州,0.0029999999999983373,2025,11,2,6,2025-11,1,10.74,0.5399999999999991
2217,2024-06-08,会员,男,生鲜,牛肉,65.82,8,0.05,552.89,微信,广州,0.002000000000066393,2024,6,8,5,2024-06,1,526.56,26.33000000000004
2218,2024-11-07,普通,男,饮料,橙汁,9.63,3,0.05,30.33,微信,北京,0.004500000000003723,2024,11,7,3,2024-11,0,28.89,1.4399999999999977
2219,2024-09-07,普通,女,日用品,洗发水,45.9,2,0.05,96.39,支付宝,深圳,0.0,2024,9,7,5,2024-09,1,91.8,4.590000000000003
2220,2025-09-11,普通,男,食品,酸奶,6.4,7,0.05,47.04,现金,北京,7.105427357601002e-15,2025,9,11,3,2025-09,0,44.8,2.239999999999995
2221,2024-03-26,会员,女,日用品,香皂,10.46,5,0.05,54.92,现金,深圳,0.0049999999999954525,2024,3,26,1,2024-03,0,52.3,2.6199999999999974
2222,2025-05-16,普通,男,饮料,咖啡,12.02,4,0.05,50.48,微信,深圳,0.0040000000000048885,2025,5,16,4,2025-05,0,48.08,2.3999999999999986
2223,2024-07-09,会员,女,生鲜,香蕉,5.86,8,0.05,49.22,信用卡,上海,0.0040000000000048885,2024,7,9,1,2024-07,0,46.88,2.3399999999999963
2224,2024-04-20,普通,男,饮料,可乐,4.9,30,0.05,154.35,信用卡,深圳,0.0,2024,4,20,5,2024-04,1,147.0,7.349999999999994
2225,2025-02-10,会员,男,日用品,洗洁精,17.27,1,0.05,18.13,信用卡,北京,0.003500000000002501,2025,2,10,0,2025-02,0,17.27,0.8599999999999994
2226,2025-11-18,普通,女,日用品,沐浴露,44.46,3,0.05,140.05,微信,深圳,0.0010000000000047748,2025,11,18,1,2025-11,0,133.38,6.670000000000016
2227,2024-12-03,普通,男,日用品,毛巾,13.9,3,0.05,43.79,信用卡,广州,0.0049999999999954525,2024,12,3,1,2024-12,0,41.7,2.0899999999999963
2228,2024-11-10,会员,男,食品,蜜饯,16.3,13,0.05,222.5,现金,深圳,0.0049999999999954525,2024,11,10,6,2024-11,1,211.9,10.599999999999994
2229,2024-06-15,普通,男,生鲜,橙子,13.4,3,0.05,42.21,微信,深圳,7.105427357601002e-15,2024,6,15,5,2024-06,1,40.2,2.009999999999998
2230,2024-10-12,会员,男,生鲜,橙子,12.03,7,0.05,88.42,信用卡,深圳,0.0005000000000023874,2024,10,12,5,2024-10,1,84.21,4.210000000000008
2231,2024-08-05,会员,女,日用品,洗衣液,35.09,5,0.05,184.22,支付宝,上海,0.002500000000026148,2024,8,5,0,2024-08,0,175.45,8.769999999999982
2232,2024-04-23,普通,男,食品,方便面,4.04,5,0.05,21.21,现金,深圳,0.0,2024,4,23,1,2024-04,0,20.2,1.0100000000000016
2233,2024-08-05,普通,女,饮料,咖啡,16.56,3,0.05,52.16,微信,上海,0.003999999999997783,2024,8,5,0,2024-08,0,49.68,2.480000000000004
2234,2025-02-22,普通,女,生鲜,牛肉,65.47,4,0.05,274.97,微信,上海,0.003999999999962256,2025,2,22,5,2025-02,1,261.88,13.090000000000032
2235,2025-09-30,普通,女,日用品,毛巾,14.04,5,0.05,73.71,现金,北京,0.0,2025,9,30,1,2025-09,0,70.2,3.510000000000005
2236,2024-12-10,普通,男,生鲜,猪肉,25.66,6,0.05,161.66,现金,上海,0.001999999999981128,2024,12,10,1,2024-12,0,153.96,7.699999999999989
2237,2024-05-30,会员,男,生鲜,葡萄,22.11,7,0.05,162.51,信用卡,上海,0.0014999999999929514,2024,5,30,3,2024-05,0,154.77,7.740000000000009
2238,2024-12-03,会员,女,饮料,果汁,9.32,9,0.05,88.07,现金,深圳,0.0040000000000048885,2024,12,3,1,2024-12,0,83.88,4.189999999999998
2239,2024-04-01,会员,女,生鲜,鱼肉,34.55,5,0.05,181.39,现金,上海,0.0024999999999693046,2024,4,1,0,2024-04,0,172.75,8.639999999999986
2240,2024-06-15,会员,女,食品,麦片,20.41,13,0.05,278.6,微信,上海,0.003500000000030923,2024,6,15,5,2024-06,1,265.33,13.270000000000039
2241,2024-09-19,普通,男,饮料,绿茶,4.87,11,0.05,56.25,支付宝,上海,0.0015000000000000568,2024,9,19,3,2024-09,0,53.57,2.6799999999999997
2242,2025-07-10,普通,男,食品,麦片,26.99,12,0.05,340.07,现金,北京,0.004000000000019099,2025,7,10,3,2025-07,0,323.88,16.189999999999998
2243,2024-10-11,会员,女,饮料,橙汁,9.5,5,0.05,49.88,微信,广州,0.005000000000002558,2024,10,11,4,2024-10,0,47.5,2.3800000000000026
2244,2024-10-17,普通,男,饮料,矿泉水,2.16,7,0.05,15.88,微信,上海,0.0039999999999995595,2024,10,17,3,2024-10,0,15.12,0.7599999999999998
2245,2025-09-21,普通,女,日用品,毛巾,15.77,1,0.05,16.56,微信,广州,0.0015000000000000568,2025,9,21,6,2025-09,1,15.77,0.7899999999999991
2246,2024-04-06,会员,女,日用品,香皂,8.53,3,0.05,26.87,支付宝,北京,0.0005000000000023874,2024,4,6,5,2024-04,1,25.59,1.2800000000000047
2247,2024-05-09,会员,女,饮料,矿泉水,2.99,24,0.05,75.35,信用卡,深圳,0.001999999999981128,2024,5,9,3,2024-05,0,71.76,3.589999999999989
2248,2025-01-28,会员,女,生鲜,香蕉,7.48,5,0.05,39.27,信用卡,广州,7.105427357601002e-15,2025,1,28,1,2025-01,0,37.4,1.8699999999999974
2249,2024-06-18,会员,男,生鲜,香蕉,5.44,8,0.05,45.7,现金,深圳,0.003999999999997783,2024,6,18,1,2024-06,0,43.52,2.1799999999999997
2250,2024-06-14,会员,女,饮料,可乐,4.34,12,0.05,54.68,现金,广州,0.003999999999997783,2024,6,14,4,2024-06,0,52.08,2.6000000000000014
2251,2025-05-27,普通,男,食品,薯片,7.82,7,0.05,57.48,支付宝,北京,0.0029999999999930083,2025,5,27,1,2025-05,0,54.74,2.739999999999995
2252,2024-05-08,会员,男,日用品,毛巾,17.0,5,0.05,89.25,信用卡,上海,0.0,2024,5,8,2,2024-05,0,85.0,4.25
2253,2025-12-13,普通,男,生鲜,鱼肉,38.83,4,0.05,163.09,微信,上海,0.003999999999990678,2025,12,13,5,2025-12,1,155.32,7.77000000000001
2254,2024-10-29,普通,男,食品,方便面,4.89,8,0.05,41.08,支付宝,北京,0.003999999999997783,2024,10,29,1,2024-10,0,39.12,1.9600000000000009
2255,2024-12-07,普通,男,食品,麦片,26.71,14,0.05,392.64,微信,广州,0.002999999999985903,2024,12,7,5,2024-12,1,373.94,18.69999999999999
2256,2024-03-21,普通,女,日用品,洗衣液,36.9,2,0.05,77.49,微信,深圳,0.0,2024,3,21,3,2024-03,0,73.8,3.6899999999999977
2257,2025-06-28,普通,男,食品,面包,9.97,11,0.05,115.15,微信,北京,0.003500000000002501,2025,6,28,5,2025-06,1,109.67,5.480000000000004
2258,2025-02-10,会员,女,饮料,雪碧,3.51,25,0.05,92.14,现金,深圳,0.0024999999999977263,2025,2,10,0,2025-02,0,87.75,4.390000000000001
2259,2025-08-13,会员,女,食品,饼干,5.12,3,0.05,16.13,微信,深圳,0.0019999999999988916,2025,8,13,2,2025-08,0,15.36,0.7699999999999996
2260,2025-07-30,普通,女,食品,酸奶,6.89,14,0.05,101.28,信用卡,上海,0.0030000000000001137,2025,7,30,2,2025-07,0,96.46,4.820000000000007
2261,2025-04-20,会员,女,食品,方便面,4.25,11,0.05,49.09,支付宝,深圳,0.0025000000000048317,2025,4,20,6,2025-04,1,46.75,2.3400000000000034
2262,2024-08-29,普通,男,日用品,牙膏,13.45,5,0.05,70.61,现金,广州,0.0024999999999977263,2024,8,29,3,2024-08,0,67.25,3.3599999999999994
2263,2025-09-26,会员,男,食品,巧克力,20.65,11,0.05,238.51,支付宝,深圳,0.0024999999999977263,2025,9,26,4,2025-09,0,227.15,11.360000000000014
2264,2025-08-04,普通,男,日用品,纸巾,20.08,17,0.05,358.43,微信,上海,0.0020000000000095497,2025,8,4,0,2025-08,0,341.36,17.07000000000005
2265,2025-05-19,会员,女,饮料,咖啡,14.08,10,0.05,147.84,支付宝,广州,2.842170943040401e-14,2025,5,19,0,2025-05,0,140.8,7.039999999999992
2266,2025-08-15,普通,男,食品,火腿肠,3.81,4,0.05,16.0,支付宝,上海,0.0020000000000024443,2025,8,15,4,2025-08,0,15.24,0.7599999999999998
2267,2024-04-30,普通,女,食品,饼干,7.32,3,0.05,23.06,微信,深圳,0.001999999999995339,2024,4,30,1,2024-04,0,21.96,1.0999999999999979
2268,2025-07-07,普通,男,食品,火腿肠,5.42,4,0.05,22.76,现金,广州,0.003999999999997783,2025,7,7,0,2025-07,0,21.68,1.0800000000000018
2269,2024-12-20,会员,男,饮料,红茶,4.05,6,0.05,25.51,现金,北京,0.0049999999999954525,2024,12,20,4,2024-12,0,24.3,1.2100000000000044
2270,2025-03-24,普通,女,食品,坚果,20.06,12,0.05,252.76,信用卡,广州,0.004000000000019099,2025,3,24,0,2025-03,0,240.72,12.04000000000002
2271,2025-03-31,会员,男,饮料,红茶,4.29,2,0.05,9.01,信用卡,上海,0.0009999999999994458,2025,3,31,0,2025-03,0,8.58,0.4299999999999997
2272,2024-05-08,会员,男,饮料,矿泉水,2.32,24,0.05,58.46,支付宝,广州,0.003999999999990678,2024,5,8,2,2024-05,0,55.68,2.7800000000000082
2273,2024-10-08,普通,男,饮料,咖啡,18.59,8,0.05,156.16,微信,上海,0.003999999999990678,2024,10,8,1,2024-10,0,148.72,7.439999999999998
2274,2024-04-07,会员,男,日用品,牙刷,9.86,1,0.05,10.35,支付宝,广州,0.0030000000000001137,2024,4,7,6,2024-04,1,9.86,0.4900000000000002
2275,2024-03-28,普通,女,食品,薯片,7.97,15,0.05,125.53,现金,广州,0.0024999999999977263,2024,3,28,3,2024-03,0,119.55,5.980000000000004
2276,2024-05-26,普通,女,日用品,牙膏,14.26,4,0.05,59.89,现金,上海,0.0020000000000024443,2024,5,26,6,2024-05,1,57.04,2.8500000000000014
2277,2025-11-01,普通,女,日用品,牙膏,12.92,3,0.05,40.7,现金,北京,0.0020000000000024443,2025,11,1,5,2025-11,1,38.76,1.9400000000000048
2278,2025-05-22,普通,男,食品,有机牛奶,10.96,4,0.05,46.03,现金,上海,0.0020000000000024443,2025,5,22,3,2025-05,0,43.84,2.1899999999999977
2279,2025-09-07,会员,男,食品,面包,6.93,11,0.05,80.04,信用卡,上海,0.0014999999999929514,2025,9,7,6,2025-09,1,76.23,3.8100000000000165
2280,2025-03-20,普通,男,日用品,牙膏,13.3,2,0.05,27.93,现金,上海,3.552713678800501e-15,2025,3,20,3,2025-03,0,26.6,1.3299999999999983
2281,2024-04-05,普通,男,饮料,咖啡,16.16,8,0.05,135.74,信用卡,深圳,0.003999999999990678,2024,4,5,4,2024-04,0,129.28,6.460000000000008
2282,2025-04-24,会员,男,日用品,沐浴露,37.4,3,0.05,117.81,信用卡,上海,1.4210854715202004e-14,2025,4,24,3,2025-04,0,112.2,5.610000000000014
2283,2025-07-19,会员,女,生鲜,香蕉,5.09,6,0.05,32.07,现金,深圳,0.0030000000000001137,2025,7,19,5,2025-07,1,30.54,1.5300000000000011
2284,2024-09-17,会员,男,饮料,咖啡,19.65,8,0.05,165.06,信用卡,北京,0.0,2024,9,17,1,2024-09,0,157.2,7.860000000000014
2285,2025-04-05,普通,男,饮料,奶茶,10.16,10,0.05,106.68,支付宝,深圳,1.4210854715202004e-14,2025,4,5,5,2025-04,1,101.6,5.0800000000000125
